,AUC,AP
0,0.1549606965741911,0.054617089922540024
1,0.17239309546985543,0.05558497644002678
2,0.17476037282207002,0.05585533921090534
3,0.1581369693646106,0.05476586675811049
4,0.14438026634239615,0.05400234873361437
5,0.1398009402787062,0.05383182372704519
6,0.14470999302505275,0.05412847333640247
7,0.17231593408513843,0.055906077387795704
8,0.15281473981425608,0.05445282991543346
9,0.17246498395050006,0.055532369693812325
10,0.15568360282088323,0.05472369406637608
11,0.14662682717973125,0.05419482693244958
12,0.16612399477411746,0.0550566330311451
13,0.16670585738218746,0.05535050198898357
14,0.15643447588053508,0.05457590673032617
15,0.153737670823176,0.05452657271799408
16,0.18218774256111445,0.05599453392360447
17,0.15820034893848509,0.0548992924107589
18,0.17854538589345262,0.05596700006198728
19,0.15656770179742932,0.05451236663392769
20,0.15941636858657188,0.05469507455203809
21,0.1418770873493737,0.053986628524266826
22,0.15735047409403116,0.05457086048526435
23,0.16509051081218928,0.05501505062469048
24,0.1636925838279823,0.05500431586164487
25,0.15073636210095226,0.05427456963953841
26,0.1562614178074558,0.05457599314542717
27,0.15683259846487277,0.054519016537380435
28,0.1768706707173252,0.05565291996058707
29,0.17337004363707748,0.0557063872675701
30,0.14967745614372,0.05435571797215664
31,0.16400649703467218,0.05508387076399786
32,0.16935095970388586,0.05563093616811442
33,0.1706832136365782,0.05529801182715316
34,0.1614468346094468,0.055214580342266575
35,0.17637450458199394,0.05577623765619357
36,0.1718195794447957,0.055603175795005136
37,0.18410797504225065,0.0563765617816513
38,0.15870609741190211,0.05478848221667163
39,0.17536710238291017,0.0557616734567405
40,0.1621457797746742,0.05505723781855869
41,0.1586564891763695,0.05498473505378535
42,0.14326015385517227,0.05406544429812211
43,0.16430841399187873,0.05514080499180432
44,0.17135549057892532,0.05546259659539075
45,0.1494166489877765,0.054233159600379756
46,0.16528747236797978,0.05513865343109432
47,0.15794912935687772,0.054874509766421484
48,0.13985773264967805,0.05384535306613043
49,0.1593716091188357,0.05484081747671029
50,0.16040183089681445,0.05498129275278464
51,0.18015255344045078,0.055946378727907906
52,0.16801850679368135,0.05526633198251682
53,0.1467133352712696,0.054089423436423485
54,0.18778465533076072,0.05654843449066404
55,0.1697190419201372,0.055362781475513115
56,0.15871975878898725,0.054649869250893
57,0.17664285717464867,0.05585616427526538
58,0.15769624464766854,0.05476297215064941
59,0.16288067179834906,0.05491789344292734
60,0.1822347012539851,0.056088322109414605
61,0.17449002521804335,0.05567447994778729
62,0.14977290775080507,0.05426126801006256
63,0.15368750754510946,0.05466129234369737
64,0.15115496366029188,0.054309588978170675
65,0.14751773851794375,0.05414013575466901
66,0.1504038130793731,0.05419824865024388
67,0.1650819704879172,0.05508117210946956
68,0.17047432913880883,0.05528136250025439
69,0.16048891497588796,0.05511678625889072
70,0.13999590158687447,0.053850454813291745
71,0.16537931096234398,0.05525879881787942
72,0.1589037292077336,0.05466600538880294
73,0.14288878327371993,0.05399726085010858
74,0.18639467173828927,0.05642529262391122
75,0.16998727407903455,0.0555862346574767
76,0.1689954759059047,0.05540622212293115
77,0.14741777326308275,0.054366890680290755
78,0.15503648082507387,0.054747315336056125
79,0.17443308099581228,0.05548827493761056
80,0.1765657795699368,0.055869130866345554
81,0.16247388321973158,0.05507130675817077
82,0.14581783697777664,0.053975637034904746
83,0.15427385761970375,0.05463939831876528
84,0.16602968990585248,0.05522661138286991
85,0.15633833832465804,0.05475307139490718
86,0.16673219572129755,0.05520558572995927
87,0.15559793252939613,0.05462887621908206
88,0.15054524943676928,0.054425790804659216
89,0.1462140640394985,0.0541691420553345
90,0.15047140783475527,0.054356896206770394
91,0.18096900529911147,0.056015477529666236
92,0.1774077057864048,0.05593178958986447
93,0.17346668387298522,0.05570868935555897
94,0.1675390233518699,0.05558691775769764
95,0.14006047502582192,0.0539193332723687
96,0.17480333101969614,0.0555590583893577
97,0.1378602811850713,0.05379316300512405
98,0.1603171240753862,0.05491006116931553
99,0.15717963095483733,0.054765365879333616
