,precision_90,recall_90,F1_90,precision_99,recall_99,F1_99,precision_99.9,recall_99.9,F1_99.9,precision_88.95138502120972,recall_88.95138502120972,F1_88.95138502120972
0,0.3535714285714286,0.6449511400651465,0.45674740484429066,1.0,0.17378048780487804,0.2961038961038961,1.0,0.04984423676012461,0.09495548961424333,0.32362459546925565,0.6211180124223602,0.425531914893617
1,0.33214285714285713,0.5904761904761905,0.42514285714285716,1.0,0.18506493506493507,0.31232876712328766,0.9696969696969697,0.1032258064516129,0.18658892128279883,0.30906148867313915,0.6221498371335505,0.412972972972973
2,0.38392857142857145,0.6456456456456456,0.48152295632698766,1.0,0.18387096774193548,0.3106267029972752,1.0,0.0759493670886076,0.1411764705882353,0.3365695792880259,0.6582278481012658,0.44539614561027835
3,0.3678571428571429,0.6560509554140127,0.47139588100686497,0.9824561403508771,0.17337461300309598,0.29473684210526313,1.0,0.08053691275167785,0.14906832298136646,0.3592233009708738,0.6727272727272727,0.46835443037974683
4,0.37142857142857144,0.6582278481012658,0.4748858447488584,0.8421052631578947,0.44171779141104295,0.579476861167002,0.8855421686746988,0.4537037037037037,0.6,0.34951456310679613,0.6447761194029851,0.453305351521511
5,0.34285714285714286,0.5981308411214953,0.4358683314415437,0.9649122807017544,0.18394648829431437,0.3089887640449438,0.9705882352941176,0.09620991253644315,0.17506631299734748,0.3106796116504854,0.6378737541528239,0.4178454842219804
6,0.4,0.7111111111111111,0.512,0.9642857142857143,0.17252396166134185,0.2926829268292683,0.8571428571428571,0.018461538461538463,0.03614457831325301,0.3818770226537217,0.7129909365558912,0.49736564805057953
7,0.3982142857142857,0.6578171091445427,0.4961067853170189,0.9824561403508771,0.1723076923076923,0.2931937172774869,1.0,0.11142857142857143,0.20051413881748073,0.34951456310679613,0.6605504587155964,0.45714285714285713
8,0.4017857142857143,0.6859756097560976,0.5067567567567568,0.9824561403508771,0.18122977346278318,0.30601092896174864,0.9473684210526315,0.06498194945848375,0.12162162162162163,0.33171521035598706,0.6549520766773163,0.44038668098818473
9,0.3732142857142857,0.6593059936908517,0.4766248574686431,0.623015873015873,0.5032051282051282,0.5567375886524822,0.6491935483870968,0.5227272727272727,0.579136690647482,0.36893203883495146,0.672566371681416,0.47648902821316613
