,AUC,AP
0,0.7034066913067057,0.010751242580891187
1,0.7255527299771493,0.010406876115499692
2,0.7358551583635231,0.014013986485625657
3,0.6504225077880237,0.005740215646872469
4,0.7767043898569145,0.01451952041201934
5,0.626179521872167,0.004959976287834326
6,0.7026525701714851,0.008104295466099731
7,0.7282923841079427,0.016534199182671218
8,0.6920846392939776,0.008255955068350376
9,0.6715464323019842,0.006306806888997263
10,0.7213298645868598,0.009576108234592002
11,0.7093130729831338,0.011743609776135871
12,0.7174945938636319,0.013717107377492568
13,0.7678069975922194,0.012535122700512363
14,0.6853117476129186,0.005804301704254269
15,0.6602729899948838,0.004954352263109745
16,0.7353807804050722,0.018272856778782157
17,0.6845528495107641,0.007610342326549864
18,0.7092808055328055,0.008991550032272644
19,0.7437377830919342,0.01397504298707285
20,0.7072520920098138,0.00709545009864202
21,0.6936333652499796,0.008114889953202895
22,0.7258066738351342,0.018356216548649086
23,0.7067673089891764,0.011175654746985241
24,0.7006702693930128,0.01012722522961735
25,0.7022618172341798,0.010133095159461146
26,0.6994519409499921,0.006652946676388403
27,0.6919185080676257,0.006279826231060726
28,0.7075941753445375,0.007067879870169517
29,0.6928270790442677,0.008869133810498298
30,0.7207343971718556,0.008745364842327047
31,0.7342265424421002,0.007288493774945362
32,0.7359050007632497,0.008822315493999117
33,0.7037887170359999,0.009673975622061572
34,0.7584851799496163,0.015208930842207835
35,0.6572601547313719,0.005356088062413581
36,0.6746258027286224,0.007406488045706617
37,0.6894951120713712,0.006312522717220682
38,0.6619500107891422,0.008862876724710545
39,0.7234013815083024,0.007831258956262768
40,0.737905742408811,0.01290148569445548
41,0.6817917256496373,0.007254745671633257
42,0.743916686419351,0.016103476832979906
43,0.6999088193848384,0.007870336975302811
44,0.7490587814861871,0.010381897309545831
45,0.7397904370339676,0.01028969521110355
46,0.7022076829588982,0.009546219518952962
47,0.728655102312989,0.013420485988071076
48,0.7267239661040389,0.01200832501454778
49,0.7587112584136437,0.016174355918556545
50,0.7276634305984141,0.015559837393223487
51,0.698404054095592,0.009867081211051522
52,0.6856283392477804,0.008304178885506424
53,0.6629782203850116,0.007076113808494228
54,0.7162525151692216,0.014819846643411743
55,0.7281303421427584,0.013980445813126031
56,0.7396932693855116,0.013362112150453354
57,0.6886925224690186,0.007090216456816947
58,0.7507068210284226,0.0361293593730872
59,0.7312920864097298,0.01630168855583209
60,0.7270889559565186,0.007848964015999665
61,0.6626392753548804,0.006146297802492474
62,0.7419752923024588,0.015141502088040392
63,0.6914480603846007,0.006346824293878784
64,0.6920694801883829,0.006787398925762455
65,0.7453982885952486,0.014726136462577824
66,0.7232371041296445,0.008797927356685054
67,0.6612824363153699,0.006225173540981553
68,0.7258328266198935,0.00943292710885102
69,0.7213872821025726,0.016563478696035628
70,0.7247301155660405,0.015117529961238864
71,0.6856078293476451,0.008730607355011038
72,0.7759546833490301,0.013697978906554855
73,0.7197785039043586,0.008600557056622549
74,0.7375142965894598,0.01130115898424705
75,0.7134218154502266,0.009146980862821338
76,0.7389944531043116,0.011560856614890046
77,0.6997004770743565,0.010195915184225815
78,0.7514597323930701,0.014037670878882814
79,0.7127162271159029,0.011306977095129978
80,0.7098871268674156,0.010450386143294112
81,0.7088055601777272,0.007569222949857571
82,0.6706205244848218,0.005894680074580845
83,0.7200732634692898,0.010007511406157042
84,0.705096635793085,0.008639433750567454
85,0.7147137698204491,0.00870394125423559
86,0.669520291390132,0.006020324971459023
87,0.7321802377014015,0.0076264856441418186
88,0.7444465023361644,0.01882305760898134
89,0.7578823673933501,0.010726003902764387
90,0.6258746360246984,0.00469623633945672
91,0.6875346722021036,0.009470378409816706
92,0.7125740716788533,0.007196995321692201
93,0.697079083932853,0.007927775436698327
94,0.7001477128391076,0.008986441592955346
95,0.6939743785736888,0.008216521582481286
96,0.7208988727280893,0.01263348577074561
97,0.6811538652412363,0.0057594272313021885
98,0.7315907104373847,0.01017884258308249
99,0.7289294022616475,0.009115427192569275
