,precision_90,recall_90,F1_90,precision_99,recall_99,F1_99,precision_99.9,recall_99.9,F1_99.9,precision_88.95138502120972,recall_88.95138502120972,F1_88.95138502120972
0,0.3127792672028597,0.550314465408805,0.39886039886039887,0.9553571428571429,0.16823899371069181,0.28609625668449196,0.8333333333333334,0.015723270440251572,0.030864197530864196,0.290453074433657,0.5644654088050315,0.38354700854700857
1,0.34048257372654156,0.5990566037735849,0.4341880341880342,0.9910714285714286,0.17452830188679244,0.2967914438502674,1.0,0.018867924528301886,0.037037037037037035,0.3106796116504854,0.6037735849056604,0.41025641025641024
2,0.35656836461126007,0.6273584905660378,0.4547008547008547,0.9196428571428571,0.1619496855345912,0.27540106951871657,1.0,0.018867924528301886,0.037037037037037035,0.3325242718446602,0.6462264150943396,0.4391025641025641
3,0.355674709562109,0.6257861635220126,0.45356125356125354,0.8482142857142857,0.14937106918238993,0.2540106951871658,0.25,0.0047169811320754715,0.009259259259259259,0.3300970873786408,0.6415094339622641,0.4358974358974359
4,0.3735478105451296,0.6572327044025157,0.47635327635327634,0.9107142857142857,0.16037735849056603,0.2727272727272727,0.6666666666666666,0.012578616352201259,0.024691358024691357,0.343042071197411,0.6666666666666666,0.452991452991453
5,0.3521000893655049,0.6194968553459119,0.449002849002849,0.9669421487603306,0.18396226415094338,0.309114927344782,0.9669421487603306,0.18396226415094338,0.309114927344782,0.3220064724919094,0.6257861635220126,0.4252136752136752
6,0.36282394995531725,0.6383647798742138,0.46267806267806266,0.9247787610619469,0.32861635220125784,0.48491879350348027,0.08333333333333333,0.0015723270440251573,0.0030864197530864196,0.33414239482200647,0.64937106918239,0.4412393162393162
7,0.36282394995531725,0.6383647798742138,0.46267806267806266,0.9553571428571429,0.16823899371069181,0.28609625668449196,0.9166666666666666,0.01729559748427673,0.033950617283950615,0.33576051779935273,0.6525157232704403,0.44337606837606836
8,0.35924932975871315,0.6320754716981132,0.4581196581196581,0.9196428571428571,0.1619496855345912,0.27540106951871657,0.5833333333333334,0.0110062893081761,0.021604938271604937,0.3325242718446602,0.6462264150943396,0.4391025641025641
9,0.36014298480786416,0.6336477987421384,0.45925925925925926,1.0,0.1761006289308176,0.2994652406417112,1.0,0.018867924528301886,0.037037037037037035,0.33414239482200647,0.64937106918239,0.4412393162393162
