,precision_90,recall_90,F1_90,precision_99,recall_99,F1_99,precision_99.9,recall_99.9,F1_99.9,precision_88.95138502120972,recall_88.95138502120972,F1_88.95138502120972
0,0.05687203791469194,1.0,0.10762331838565023,0.05687203791469194,1.0,0.10762331838565023,0.05687203791469194,1.0,0.10762331838565023,0.05687203791469194,1.0,0.10762331838565023
1,0.07053162774322262,0.9449685534591195,0.13126569837282953,0.07053162774322262,0.9449685534591195,0.13126569837282953,0.07053162774322262,0.9449685534591195,0.13126569837282953,0.07053162774322262,0.9449685534591195,0.13126569837282953
2,0.13897564022485948,0.699685534591195,0.23189161021365295,0.13897564022485948,0.699685534591195,0.23189161021365295,0.13897564022485948,0.699685534591195,0.23189161021365295,0.13897564022485948,0.699685534591195,0.23189161021365295
3,0.06339712918660287,1.0,0.11923509561304838,0.06339712918660287,1.0,0.11923509561304838,0.06339712918660287,1.0,0.11923509561304838,0.06339712918660287,1.0,0.11923509561304838
4,0.059211766924382424,0.9874213836477987,0.11172389254581036,0.059211766924382424,0.9874213836477987,0.11172389254581036,0.059211766924382424,0.9874213836477987,0.11172389254581036,0.059211766924382424,0.9874213836477987,0.11172389254581036
5,0.06334841628959276,0.9905660377358491,0.11908137227105188,0.06334841628959276,0.9905660377358491,0.11908137227105188,0.06334841628959276,0.9905660377358491,0.11908137227105188,0.06334841628959276,0.9905660377358491,0.11908137227105188
6,0.07371096586782862,0.9575471698113207,0.1368846931894808,0.07371096586782862,0.9575471698113207,0.1368846931894808,0.07371096586782862,0.9575471698113207,0.1368846931894808,0.07371096586782862,0.9575471698113207,0.1368846931894808
7,0.06765213638325421,0.9858490566037735,0.12661550888529888,0.06765213638325421,0.9858490566037735,0.12661550888529888,0.06765213638325421,0.9858490566037735,0.12661550888529888,0.06765213638325421,0.9858490566037735,0.12661550888529888
8,0.09437478820738733,0.8757861635220126,0.17038849801162434,0.09437478820738733,0.8757861635220126,0.17038849801162434,0.09437478820738733,0.8757861635220126,0.17038849801162434,0.09437478820738733,0.8757861635220126,0.17038849801162434
9,0.06644344459558439,0.9984276729559748,0.12459531050721083,0.06644344459558439,0.9984276729559748,0.12459531050721083,0.06644344459558439,0.9984276729559748,0.12459531050721083,0.06644344459558439,0.9984276729559748,0.12459531050721083
