,AUC,AP
0,0.7627782667538316,0.008828807373614064
1,0.672971917687376,0.0045907634907758725
2,0.7345549345163314,0.007730080574151921
3,0.7556492654982969,0.017953583465364988
4,0.7522267069708979,0.010167407729856925
5,0.7641551697939324,0.014353105675378473
6,0.6520227710057049,0.005157336173520347
7,0.658385847728775,0.005141417306620031
8,0.782649028679052,0.03486368268703491
9,0.7584143159375069,0.011788154856758142
10,0.7157436424811228,0.006355440398008521
11,0.7115062176942452,0.007156491696522742
12,0.7311600853550226,0.00788673565864689
13,0.7171503808594395,0.006661988607638345
14,0.7515065459295521,0.010022421826405406
15,0.7421399704730793,0.008947455435643147
16,0.7144834127913011,0.005732942755292136
17,0.7259407076889278,0.008608944862616092
18,0.711045078441524,0.007156090700959473
19,0.805355146017356,0.03590627576939991
20,0.7662825912784024,0.01366460743298972
21,0.6777729069969319,0.005879431801947092
22,0.7170342258766246,0.0075582477836983845
23,0.7453876483820582,0.006660806100644971
24,0.6872125737448336,0.006066579422190705
25,0.735770076589303,0.007995607999277295
26,0.7181407030438821,0.010152868721448318
27,0.6811803840629356,0.005409214106467149
28,0.7518880599465989,0.009314293209229853
29,0.6896215959511103,0.00755938753629147
30,0.7532742677196604,0.012544050650875459
31,0.7752517201281143,0.011766368076488376
32,0.7061004991259009,0.005966606305402595
33,0.715535938332013,0.007265421858999992
34,0.7229265909263918,0.007804795722520741
35,0.7445994917271688,0.0105004847432292
36,0.794442418694958,0.025384034212419974
37,0.697630252004498,0.005919213376271191
38,0.7579733153717011,0.011662193142300104
39,0.7581697478014654,0.011045581741508345
40,0.6765844353367158,0.005202223515343806
41,0.6498917845432801,0.004093763060842749
42,0.7226020692306326,0.008263091374799329
43,0.7598370231394976,0.013302034586239467
44,0.7155472529405352,0.0064278370755243685
45,0.7339763691343312,0.008379597170527723
46,0.7350051251974706,0.008866202821502567
47,0.6989035347934395,0.006043010942345173
48,0.759338816545989,0.007486364159010974
49,0.7312360894131316,0.008381735762136432
50,0.7517636206974435,0.014218301308205132
51,0.7407580493992924,0.013039763453965663
52,0.7277614301490067,0.009372630262257963
53,0.7203357947757265,0.007610703127231727
54,0.7729513606091462,0.02696662351389654
55,0.6481812843097147,0.004179118442305746
56,0.7115947653576321,0.006867519087411491
57,0.681146782611315,0.0060830606913798305
58,0.7354901803425404,0.010514114204416997
59,0.7531246007609215,0.009640121153306362
60,0.7541797780359096,0.00892516425791
61,0.7250600183745515,0.009497785528733576
62,0.7233222509770985,0.007501907170704616
63,0.6813048196147479,0.005230113110801677
64,0.6588917418374916,0.005375241761605702
65,0.6979063629116737,0.006394748142601182
66,0.6780299092969041,0.005046125347483807
67,0.7483144043282551,0.010357450550386062
68,0.6637719533723542,0.004681778174830363
69,0.7128987708470681,0.005921146471890605
70,0.7060007211534082,0.006489266511353138
71,0.758364576323911,0.010449174254364629
72,0.718099992341472,0.006536344396305307
73,0.6821566467315405,0.006645975201028474
74,0.7259530013538309,0.007946093018488965
75,0.7299685145820478,0.007148323015018133
76,0.7286099873358021,0.00910951100240548
77,0.7400444718465861,0.007503486703714643
78,0.7300748301961291,0.008557670347589566
79,0.7581240042759977,0.00894207586308025
80,0.7240358218745877,0.009303907245324788
81,0.8132844918486781,0.01880287032975271
82,0.6978365644737674,0.005792950571757282
83,0.6979429155823395,0.006839266149200414
84,0.7301377818945866,0.006767208713426827
85,0.7078550147468962,0.007117805332200147
86,0.7285039135279421,0.009565148139076472
87,0.7140648898514836,0.006171204582065139
88,0.7449099657385876,0.010211094031608827
89,0.7192726970529327,0.0066371995156397695
90,0.7254465437700672,0.007473184561838529
91,0.6798544703383067,0.004912904153167179
92,0.6863320397188561,0.005442033782897751
93,0.7365469970193382,0.011385769991081885
94,0.7926247169639697,0.047080748367230016
95,0.7216457027032532,0.007405187862294873
96,0.7409667851070509,0.008171550241204997
97,0.7344777983318488,0.014104161708851272
98,0.6918401488021355,0.005665237511407747
99,0.644361190439327,0.004543800809167752
