,precision_90,recall_90,F1_90,precision_99,recall_99,F1_99,precision_99.9,recall_99.9,F1_99.9
0,0.0016598672106231502,0.0612094395280236,0.0032320872274143302,0.0029982010793523886,0.011061946902654867,0.004717722912407611,0.0,0.0,0.0
1,0.001839779226492821,0.06784660766961652,0.003582415014991628,0.001999200319872051,0.007374631268436578,0.0031456432840515887,0.0,0.0,0.0
2,0.0016353548135890198,0.061946902654867256,0.0031865859904023066,0.003,0.011061946902654867,0.004719949653870359,0.0,0.0,0.0
3,0.0013,0.04793510324483776,0.002531349793597632,0.0011992804317409553,0.004424778761061947,0.0018870891649630445,0.0,0.0,0.0
4,0.001297923322683706,0.04793510324483776,0.0025274127070534255,0.0007998400319936012,0.0029498525073746312,0.0012584552461853075,0.0,0.0,0.0
5,0.0015385230179028133,0.056784660766961655,0.0029958758073301687,0.0013916500994035786,0.005162241887905605,0.002192295646727216,0.0,0.0,0.0
6,0.0016998980061196328,0.06268436578171091,0.0033100332950407913,0.0023976023976023976,0.008849557522123894,0.0037729916679767332,0.0,0.0,0.0
7,0.0013796412932637514,0.05088495575221239,0.002686445132278222,0.0007968127490039841,0.0029498525073746312,0.0012547051442910915,0.0,0.0,0.0
8,0.0013091601539254969,0.048672566371681415,0.0025497392312149895,0.002789400278940028,0.01032448377581121,0.004392156862745098,0.0,0.0,0.0
9,0.0014484191267557318,0.05604719764011799,0.0028238616307800918,0.0013991605036977814,0.005162241887905605,0.0022016040257902187,0.0,0.0,0.0
10,0.0014599124052556848,0.05383480825958702,0.0028427344769173853,0.00259170653907496,0.009587020648967551,0.004080351537978657,0.0,0.0,0.0
11,0.0011456978076392799,0.043510324483775814,0.002232607420581613,0.0011785503830288745,0.004424778761061947,0.0018613308515588647,0.0,0.0,0.0
12,0.0014391940513312545,0.05309734513274336,0.0028024287716020553,0.0015968063872255488,0.0058997050147492625,0.0025133521834747093,0.0,0.0,0.0
13,0.0013999440022399105,0.051622418879056046,0.0027259628490206005,0.0029940119760479044,0.011061946902654867,0.00471253534401508,0.0,0.0,0.0
14,0.0013786489240544266,0.05088495575221239,0.0026845637583892616,0.0023995200959808036,0.008849557522123894,0.0037753657385559227,0.0,0.0,0.0
15,0.0014140161933909271,0.05383480825958702,0.0027556528632365707,0.0018,0.00663716814159292,0.0028319697923222154,0.0,0.0,0.0
16,0.001499880009599232,0.05530973451327434,0.0029205607476635513,0.0021995600879824036,0.008112094395280236,0.0034607519270095956,0.0,0.0,0.0
17,0.0013186022815815236,0.048672566371681415,0.002567643797778599,0.0021973631642029563,0.008112094395280236,0.0034580320653882428,0.0,0.0,0.0
18,0.0015393534715419524,0.056784660766961655,0.002997450220915974,0.0023995200959808036,0.008849557522123894,0.0037753657385559227,0.0,0.0,0.0
19,0.0011589337809215523,0.04277286135693215,0.0022567215283452007,0.0018,0.00663716814159292,0.0028319697923222154,0.0,0.0,0.0
20,0.0016794625719769674,0.061946902654867256,0.003270263957019388,0.0008,0.0029498525073746312,0.0012586532410320957,0.0,0.0,0.0
21,0.0014640716809494992,0.05530973451327434,0.002852632980240762,0.0017928286852589642,0.00663716814159292,0.0028230865746549563,0.0,0.0,0.0
22,0.0013995521433141395,0.051622418879056046,0.0027252199641828235,0.0013986013986013986,0.005162241887905605,0.0022009118063197612,0.0,0.0,0.0
23,0.0015099737741397124,0.05604719764011799,0.0029407212505804057,0.0013966480446927375,0.005162241887905605,0.0021984924623115578,0.0,0.0,0.0
